Species,Common name,Review ID,Zotero ID,Method,Site ID,Longitude,Latitude,Radius,Site Location,Sampling,#IDs,#routes,#conns,Years,Months start,Months end,Months sampled,Activities,Comments,,,,,,
CEMA,Basking Shark,GNEJRRAA_Gore_etal_2008_Cema,GNEJRRAA,T,B,-5.033786,55.311064,1,"Firth of Clyde, Scotland",POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2007,(UNK),JUL,,FEE,,,,,,,
CEMA,Basking Shark,GNEJRRAA_Gore_etal_2008_Cema,GNEJRRAA,T,C,-49.571691,52.746723,1,East coast of Newfoundland,POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2007,SEP,SEP,,FEE,,,,,,,
CEMA,Basking Shark,K86NPF84_Miller_etal_2015_Cema,K86NPF84,T,A,-11.369243,56.243185,5,North-west Scotland,POP-UP SATELLITE ARCHIVAL (PSAT),,,,2000; 2001; 2002,(UNK),(UNK),,FEE,,,,,,,
CEMA,Basking Shark,K86NPF84_Miller_etal_2015_Cema,K86NPF84,T,B,-9.831385,48.645450,5,South-west England,POP-UP SATELLITE ARCHIVAL (PSAT),,,,2000; 2001; 2002,(UNK),(UNK),,FEE,,,,,,,
CEMA,Basking Shark,UCJ3KCIQ_Skomal_etal_2009_Cema,UCJ3KCIQ,T,A,-70.204981,41.421101,1,"Cape Cod, Massachusetts",POP-UP SATELLITE ARCHIVAL (PSAT),26,3,,2004; 2005; 2006,SEP; (UNK),JUL; SEP; (UNK),,OBS,,,,,,,
CEMA,Basking Shark,UCJ3KCIQ_Skomal_etal_2009_Cema,UCJ3KCIQ,T,B,-82.829379,24.233085,5,Northern Caribbean,POP-UP SATELLITE ARCHIVAL (PSAT),4,2,,2004; 2005; 2006,JAN; OCT,OCT; (UNK),,OBS,,,,,,,
CEMA,Basking Shark,UCJ3KCIQ_Skomal_etal_2009_Cema,UCJ3KCIQ,T,C,-59.427752,9.382690,5,Coastal Guyana,POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2006,JAN,JAN,,OBS,,,,,,,
CEMA,Basking Shark,UCJ3KCIQ_Skomal_etal_2009_Cema,UCJ3KCIQ,T,D,-33.518113,-5.954784,5,"Cabo Branco, Brazil",POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2005,JAN,MAY,,OBS,,,,,,,
CEMA,Basking Shark,UCJ3KCIQ_Skomal_etal_2009_Cema,UCJ3KCIQ,T,E,-78.963838,27.211652,5,Northern Bahamas,POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2005,DEC,JAN,,OBS,,,,,,,
CEMA,Basking Shark,UW54F2C4_Southall_etal_2006_Cema,UW54F2C4,T,A,-8.157314,56.596169,5,Northwest Scotland,POP-UP SATELLITE ARCHIVAL (PSAT),5,2,,2002,JUL; (UNK),AUG; DEC; (UNK),,OBS,,,,,,,
CEMA,Basking Shark,UW54F2C4_Southall_etal_2006_Cema,UW54F2C4,T,B,-6.396608,48.655681,5,Southwest England,POP-UP SATELLITE ARCHIVAL (PSAT),6,2,,2001,MAY; JUN; JUL,DEC; (UNK),,OBS,,,,,,,
CEMA,Basking Shark,UW54F2C4_Southall_etal_2006_Cema,UW54F2C4,T,C,-8.057519,51.369869,5,Celtic Sea,POP-UP SATELLITE ARCHIVAL (PSAT),5,2,,2001; 2002,(UNK),JAN; MAR; SEP; OCT,,OBS,,,,,,,
CEMA,Basking Shark,XKK474EA_Thom_etal_1999_Cema,XKK474EA,T,A,-5.033786,55.311064,1,"Isle of Arran, Firth of Clyde, Scotland",ACOUSTIC/SONIC TAG (TELEMETRY); SATELLITE TAG (ARGOS),6,,,1997,JUL,JUL,,FEE,,,,,,,
CEMA,Basking Shark,XKK474EA_Thom_etal_1999_Cema,XKK474EA,O,B,-5.033786,55.311064,1,"Isle of Arran, Firth of Clyde, Scotland",SIGHTINGS (NO TAG/SAMPLE),25,,,1997,JUL,JUL,,FEE,,,,,,,
ISIN,Black Marlin,BI7VZPFB_Gunn_etal_2003_Isin,BI7VZPFB,T,A,146,-16.4,1,Northwestern Coral Sea near Cairns,POP-UP SATELLITE ARCHIVAL TAG (PSAT); SATELLITE TAG (ARGOS),8,1,,2000; 2001; 2002,NOV; DEC,MAR; NOV; DEC; (UNK),,SPA,,,,,,,
ISIN,Black Marlin,BI7VZPFB_Gunn_etal_2003_Isin,BI7VZPFB,T,B,155.367,-24.583,1,"Coral Sea east of Bundaberg (-24.583, 155.367)",POP-UP SATELLITE ARCHIVAL TAG (PSAT),2,1,,2000; 2001; 2002,(UNK),JAN,,OBS,,,,,,,
ISIN,Black Marlin,R6UZWRR4_Williams_etal_2017_Isin,R6UZWRR4,T,A,155,-25,10,East Coast of Australia (Queensland and New South Wales),POP-UP SATELLITE ARCHIVAL TAG (PSAT),2,,,2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014,JAN; FEB; MAR; APR; MAY; JUN; JUL; AUG; SEP; OCT; NOV; DEC,(UNK),,OBS,,,,,,,
ISIN,Black Marlin,WAUZNBDD_Chiang_etal_2015_Isin,WAUZNBDD,T,A,121.26,22.76,1,"Taitug, Taiwan",POP-UP SATELLITE ARCHIVAL TAG (PSAT),10,2,,2010; 2011; 2012,FEB; MAR; MAY; OCT; NOV,(UNK),,FEE,,,,,,,
ISIN,Black Marlin,WAUZNBDD_Chiang_etal_2015_Isin,WAUZNBDD,T,B,125.91,30.43,5,East China Sea,POP-UP SATELLITE ARCHIVAL TAG (PSAT),7,3,,2010; 2011; 2012,(UNK),MAR; MAY; JUL; (UNK),,FEE,,,,,,,
ISIN,Black Marlin,WAUZNBDD_Chiang_etal_2015_Isin,WAUZNBDD,T,C,114.27,18.98,5,South China Sea,POP-UP SATELLITE ARCHIVAL TAG (PSAT),5,3,,2011; 2012,(UNK),MAR; APR; JUN; (UNK),,SPA,,,,,,,
ISOX,Shortfin Mako,3UD42DR2_Skrypzeck_etal_2009_Isox,3UD42DR2,MR,A,11.5,-23,5,Namibian Coast,FLIPPER TAG,400,,,2004; 2005,(UNK),(UNK),,OBS,The map in the paper has an error and 23E longitude and not west,,,,,,
ISOX,Shortfin Mako,4VZV6UC7_Loefer_etal_2005_ISOX,4VZV6UC7,T,A,-78.5056,32.3647,5,"Coast of South Carolina(32.04, -78.69)",POP-UP SATELLITE ARCHIVAL (PSAT),2,,,2002,MAY,JUL,,OBS,,,,,,,
ISOX,Shortfin Mako,6B24G9J8_STEVENS_1990_Isox,6B24G9J8,MR,A,-4.2647,50.1905,5,"Looe, Cornwall",FLIPPER TAG,1,,1,1975,AUG,(UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,6B24G9J8_STEVENS_1990_Isox,6B24G9J8,MR,B,-3.0912,45.3822,5,Bay of Biscay,FLIPPER TAG,1,,1,1980,(UNK),MAR,,OBS,,,,,,,
ISOX,Shortfin Mako,8QIXF6HV_Vaudo_etal_2016_Isox,8QIXF6HV,T,A,-71.183,41.0919,1,"Eastern U.S. (Between Long Island, NY and Martha's Vineyard, MA)",POP-UP SATELLITE ARCHIVAL (PSAT),7,3,,2004; 2005; 2007; 2008,JUL; AUG; SEP,MAR; (UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,8QIXF6HV_Vaudo_etal_2016_Isox,8QIXF6HV,T,B,-86.44,21.1359,5,"Isla Mujeres, Mexico",POP-UP SATELLITE ARCHIVAL (PSAT),3,2,,2012,MAR,(UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,8QIXF6HV_Vaudo_etal_2016_Isox,8QIXF6HV,T,C,-68.3022,40.51,5,Georges Bank,POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2005,(UNK),OCT,,OBS,,,,,,,
ISOX,Shortfin Mako,8QIXF6HV_Vaudo_etal_2016_Isox,8QIXF6HV,T,D,-78.5056,32.3647,5,Coast of South Carolina,POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2008,(UNK),MAR,,OBS,,,,,,,
ISOX,Shortfin Mako,8QIXF6HV_Vaudo_etal_2016_Isox,8QIXF6HV,T,E,-74.4732,24.2225,5,"Near Great Exuma, Bahamas",POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2007,(UNK),DEC,,OBS,,,,,,,
ISOX,Shortfin Mako,8QIXF6HV_Vaudo_etal_2016_Isox,8QIXF6HV,T,F,-88.3916,28.1502,1,Near Louisiana Gulf Coast,POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2012,(UNK),AUG,,OBS,,,,,,,
ISOX,Shortfin Mako,8QIXF6HV_Vaudo_etal_2016_Isox,8QIXF6HV,T,G,-95.1804,20.3555,5,"Near Veracruz, Mexico",POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2012,(UNK),MAY,,OBS,,,,,,,
ISOX,Shortfin Mako,A7DB74DA_CASEY_and_KOHLER_1992_Isox,A7DB74DA,MR,A,-45,45,10,"Grand Banks (35 - 50, -35 - -60)",Flipper,146,,3,1962; 1963; 1964; 1965; 1966; 1967; 1968; 1969; 1970; 1971; 1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989,(UNK),(UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,A7DB74DA_CASEY_and_KOHLER_1992_Isox,A7DB74DA,MR,B,-72,38,5,"Northeastern U.S. (35 - 50, -60 - -80)",Flipper,2140,,5,1962; 1963; 1964; 1965; 1966; 1967; 1968; 1969; 1970; 1971; 1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989,(UNK),(UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,A7DB74DA_CASEY_and_KOHLER_1992_Isox,A7DB74DA,MR,C,-78,32,5,"Southeastern U.S. (15 - 35, -60 - -82)",Flipper,73,,3,1962; 1963; 1964; 1965; 1966; 1967; 1968; 1969; 1970; 1971; 1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989,(UNK),(UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,A7DB74DA_CASEY_and_KOHLER_1992_Isox,A7DB74DA,MR,D,-90,27,5,"Gulf of Mexico (15 - 35, -82 - -100)",Flipper,128,,3,1962; 1963; 1964; 1965; 1966; 1967; 1968; 1969; 1970; 1971; 1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989,(UNK),(UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,A7DB74DA_CASEY_and_KOHLER_1992_Isox,A7DB74DA,MR,E,-25.4551,37.5726,5,Azores,Flipper,2,,,1962; 1963; 1964; 1965; 1966; 1967; 1968; 1969; 1970; 1971; 1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989,(UNK),(UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,A7DB74DA_CASEY_and_KOHLER_1992_Isox,A7DB74DA,MR,F,-35,38,5,North Mid Atlantic Ridge,Flipper,3,,,1962; 1963; 1964; 1965; 1966; 1967; 1968; 1969; 1970; 1971; 1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989,(UNK),(UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,A7DB74DA_CASEY_and_KOHLER_1992_Isox,A7DB74DA,MR,G,-45,18,5,South Mid Atlantic Ridge,Flipper,3,,,1962; 1963; 1964; 1965; 1966; 1967; 1968; 1969; 1970; 1971; 1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989,(UNK),(UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,A7DB74DA_CASEY_and_KOHLER_1992_Isox,A7DB74DA,MR,H,-63.4729,14.423,5,Coast of Venezuela,Flipper,3,,,1962; 1963; 1964; 1965; 1966; 1967; 1968; 1969; 1970; 1971; 1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989,(UNK),(UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,A7DB74DA_CASEY_and_KOHLER_1992_Isox,A7DB74DA,MR,I,-60.0258,28.5926,10,Atlantic Ocean,Flipper,201,,4,1962; 1963; 1964; 1965; 1966; 1967; 1968; 1969; 1970; 1971; 1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989,(UNK),(UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,CXRFCVAC_Winship_etal_2012_Isox,CXRFCVAC,T,A,-118.4213,33.0636,10,Southern California/Baja Mexico,POP-UP SATELLITE ARCHIVAL (PSAT); SATELLITE TAG (ARGOS),26,,,2003; 2004; 2005; 2006; 2007; 2008,JAN; OCT; NOV; (UNK),(UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,E7HRC3ME_Sepulveda_etal_2004_Isox,E7HRC3ME,T,A,-117,32,1,Southern California Bight,ACOUSTIC/SONIC TAG (TELEMETRY),8,,,2002,JUL; SEP; OCT; NOV,JUL; SEP; OCT; NOV,,FEE; OBS,,,,,,,
ISOX,Shortfin Mako,FTFKD4DT_Rogers_etal_2015_Isox,FTFKD4DT,T,A,131.2957,-33.2231,5,Great Australian Bight,POP-UP SATELLITE ARCHIVAL TAG (PSAT); SATELLITE TAG (ARGOS),10,5,,2008; 2009; 2010,MAR; APR; JUN; NOV; (UNK),JAN; (UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,FTFKD4DT_Rogers_etal_2015_Isox,FTFKD4DT,T,B,139.865927,-37.943729,1,Bonney Upwelling,POP-UP SATELLITE ARCHIVAL TAG (PSAT); SATELLITE TAG (ARGOS),3,2,,2009; 2010,MAY,(UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,FTFKD4DT_Rogers_etal_2015_Isox,FTFKD4DT,T,C,154.42677,-15.326956,5,Coral Sea near Cairns,POP-UP SATELLITE ARCHIVAL (PSAT),2,2,,2009; 2010,(UNK),(UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,FTFKD4DT_Rogers_etal_2015_Isox,FTFKD4DT,T,D,113.3511,-31.5104,10,Western Australia near Perth,POP-UP SATELLITE ARCHIVAL TAG (PSAT); SATELLITE TAG (ARGOS),4,1,,2008; 2009; 2010,(UNK),JUL; OCT; (UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,FTFKD4DT_Rogers_etal_2015_Isox,FTFKD4DT,T,E,110.305,-12.3122,10,SE Indian Ocean near Java,POP-UP SATELLITE ARCHIVAL TAG (PSAT); SATELLITE TAG (ARGOS),3,1,,2008; 2009; 2010,(UNK),OCT; (UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,FTFKD4DT_Rogers_etal_2015_Isox,FTFKD4DT,T,F,49.1135,-34.04,10,Western Indian Ocean S of Madagascar,POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2009; 2010,(UNK),(UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,HGWP2PBE_HOLTS_and_BEDFORD_1993_Isox,HGWP2PBE,T,A,-117.357,32.839,5,Southern California Bight,Acoustic telemetry,4,,,1989,AUG; SEP,AUG; SEP,,OBS,,,,,,,
ISOX,Shortfin Mako,JF3VEEAK_Kohler_etal_2002_Isox,JF3VEEAK,MR,A,-71.1312,40.4746,10,NE U.S. Coast,FLIPPER TAG,7,,3,1962; 1963; 1964; 1965; 1966; 1967; 1968; 1969; 1970; 1971; 1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989; 1990; 1991; 1992; 1993; 1994; 1995; 1996; 1997; 1998; 1999; 2000,(UNK),(UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,JF3VEEAK_Kohler_etal_2002_Isox,JF3VEEAK,MR,B,-41.5137,43.575,10,Northwest North Atlantic,FLIPPER TAG,2,,1,1962; 1963; 1964; 1965; 1966; 1967; 1968; 1969; 1970; 1971; 1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989; 1990; 1991; 1992; 1993; 1994; 1995; 1996; 1997; 1998; 1999; 2000,(UNK),(UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,JF3VEEAK_Kohler_etal_2002_Isox,JF3VEEAK,MR,C,-81.2523,27.585,10,Florida/Gulf of Mexico,FLIPPER TAG,,,1,,(UNK),(UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,JF3VEEAK_Kohler_etal_2002_Isox,JF3VEEAK,MR,D,-66.1325,11.0207,5,Near Venezuela,FLIPPER TAG,7,,1,,(UNK),(UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,JF3VEEAK_Kohler_etal_2002_Isox,JF3VEEAK,MR,E,-22.812714,19.420741,10,Northwestern Africa,FLIPPER TAG,3,,2,,(UNK),(UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,JF3VEEAK_Kohler_etal_2002_Isox,JF3VEEAK,MR,F,-30,48.2955,10,Central North Atlantic,FLIPPER TAG,,,,,(UNK),(UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,MRZW35RQ_Queiroz_etal_2016_Isox,MRZW35RQ,T,A,-40,30,10,Oceanic Atlantic,Argos; PSAT,14,,,2009; 2010; 2011,APR; JUN; JUL; AUG; SEP,MAY; JUN; AUG; SEP; OCT; NOV; DEC,,OBS,,,,,,,
ISOX,Shortfin Mako,MRZW35RQ_Queiroz_etal_2016_Isox,MRZW35RQ,T,B,-79.534,25.3939,10,South Florida,Argos,2,,,2010; 2011,NOV,APR,,OBS,,,,,,,
ISOX,Shortfin Mako,PCV8EQW9_Abascal_etal_2011_Isox,PCV8EQW9,T,A,-78.2031,-19.1049,5,Coast of Chile,POP-UP SATELLITE ARCHIVAL (PSAT),10,,,2007,MAR; APR; MAY; JUN,APR; MAY; JUN; JUL; AUG; NOV,,FEE; OBS,Concentrated near northern Chile ,,,,,,
ISOX,Shortfin Mako,S22NFP28_Klimley_etal_2002_Isox,S22NFP28,T,A,-117.286,32.832,1,"La Jolla, Southern California",ACOUSTIC/SONIC TAG (TELEMETRY),4,,,1997,JUN; JUL; SEP,JUN; JUL; SEP,,OBS,,,,,,,
ISOX,Shortfin Mako,SNA7ST4E_Campana_2016_Isox,SNA7ST4E,T,A,-53.3639,53.1847,10,Eastern coast of Canada,Argos; PSAT,15,,,,(UNK),(UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,H63PTXJ8_Stevens_etal_2010_Isox,H63PTXJ8,T,A,155.7,-33,5,"central New South Wales Coast (-28.68, 155.70)",POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2004,JUL,AUG,,FEE,,,,,,,
ISOX,Shortfin Mako,H63PTXJ8_Stevens_etal_2010_Isox,H63PTXJ8,T,B,155.7,-28.68,5,southern Queensland waters,POP-UP SATELLITE ARCHIVAL (PSAT),1,2,,2004,AUG,OCT,,FEE,,,,,,,
ISOX,Shortfin Mako,H63PTXJ8_Stevens_etal_2010_Isox,H63PTXJ8,T,C,148.2507,-39.0532,5,waters offshore from Bass strait,POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2005,OCT,OCT,,FEE,,,,,,,
ISOX,Shortfin Mako,STU9XEP9_Musyl_etal_2011_Isox,STU9XEP9,T,A,-157.2,20.12,1,Near Hawaiian Islands,Argos; PSAT,5,1,,2002; 2006,APR; NOV; DEC,MAY; (UNK),,OBS,,,,,,,
ISOX,Shortfin Mako,STU9XEP9_Musyl_etal_2011_Isox,STU9XEP9,T,B,-131.81,28.94,10,"Southern coast of California (28.94, -131.81)",Argos; PSAT,1,1,,2003,(UNK),MAY,,OBS,,,,,,,
ISOX,Shortfin Mako,STU9XEP9_Musyl_etal_2011_Isox_cyk,STU9XEP9,T,A,-165,15,10,central Pacific Ocean,PSAT,5,,,2002; 2003; 2006; 2007,APR; NOV; DEC,JUL; AUG; DEC,,FEE,,,,,,,
ISPA,Longfin Mako,Hueter_etal_2016_TGFKEF79_Ispa,TGFKEF79,T,A,-85.84,28.4,1,northeastern Gulf of Mexico,POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2012,APR,MAY,,OBS,,,,,,,
ISPA,Longfin Mako,Hueter_etal_2016_TGFKEF79_Ispa,TGFKEF79,T,B,-81.98,23.26,1,northern Cuba,POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2015,FEB,MAR,,OBS,,,,,,,
ISPA,Longfin Mako,Hueter_etal_2016_TGFKEF79_Ispa,TGFKEF79,T,C,-85,25,5,southeastern Gulf of Mexico,POP-UP SATELLITE ARCHIVAL (PSAT),2,3,,2012; 2015,APR; MAY,MAY,,OBS,,,,,,,
ISPA,Longfin Mako,Hueter_etal_2016_TGFKEF79_Ispa,TGFKEF79,T,D,-72.35,37.46,5,northwestern Atlantic,POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2012; 2015,JUN,JUL,,FEE,,,,,,,
ISPA,Longfin Mako,Hueter_etal_2016_TGFKEF79_Ispa,TGFKEF79,T,E,-79.14,26.6,5,southeast Florida,POP-UP SATELLITE ARCHIVAL (PSAT),1,2,,2015,MAR,MAR,,OBS,,,,,,,
ISPL,Sailfish,FFQDHG2I_Hoolihan_etal_2009_Ispl,FFQDHG2I,T,A,-81.5,24.5,5,Southwest Florida,POP-UP SATELLITE ARCHIVAL (PSAT),3,2,,2005,MAY,(UNK),,OBS,,,,,,,
ISPL,Sailfish,FFQDHG2I_Hoolihan_etal_2009_Ispl,FFQDHG2I,T,B,-84,25.7,5,Eastern Gulf of Mexico,POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2005,(UNK),JUN,,OBS,,,,,,,
ISPL,Sailfish,FFQDHG2I_Hoolihan_etal_2009_Ispl,FFQDHG2I,T,C,-80,26.7,1,"Near West Palm Beach, Florida",POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2005,(UNK),JUN,,OBS,,,,,,,
ISPL,Sailfish,HAWUHNG2_Mourato_etal_2014_Ispl,HAWUHNG2,T,A,-42.4333,-23.4666,5,Rio de Janeiro coastal waters,POP-UP SATELLITE ARCHIVAL (PSAT),5,,,2009; 2010; 2011,JAN; FEB; NOV; DEC,JAN; FEB; MAR; DEC,,FEE,,,,,,,
ISPL,Sailfish,HJHIBVFS_Hoolihan_etal_2011_Ispl,HJHIBVFS,T,A,-109,23,1,"Cabo Pulmo, MX",POP-UP SATELLITE ARCHIVAL (PSAT),5,1,,2006,AUG,SEP; OCT; (UNK),,OBS,,,,,,,
ISPL,Sailfish,HJHIBVFS_Hoolihan_etal_2011_Ispl,HJHIBVFS,T,B,-86,7.5,5,Pacific coast of Costa Rica,POP-UP SATELLITE ARCHIVAL (PSAT),11,2,,2003,MAR; (UNK),JAN; MAR; APR; MAY; AUG; DEC,,OBS,,,,,,,
ISPL,Sailfish,HJHIBVFS_Hoolihan_etal_2011_Ispl,HJHIBVFS,T,C,-89,13.2,5,Pacific coast of Guatemala,POP-UP SATELLITE ARCHIVAL (PSAT),11,2,,2003,NOV,JAN; FEB; MAR; DEC; (UNK),,OBS,,,,,,,
ISPL,Sailfish,HJHIBVFS_Hoolihan_etal_2011_Ispl,HJHIBVFS,T,D,-81,7.3,5,Pacific coast of Panama,POP-UP SATELLITE ARCHIVAL (PSAT),10,2,,2004,JUN,JUL; AUG; (UNK),,OBS,,,,,,,
ISPL,Sailfish,HJHIBVFS_Hoolihan_etal_2011_Ispl,HJHIBVFS,T,E,-17,14,1,Senegal,POP-UP SATELLITE ARCHIVAL (PSAT),12,1,,2005; 2006,JUN; JUL,JUL; AUG; SEP; OCT; NOV; (UNK),,OBS,,,,,,,
ISPL,Sailfish,HJHIBVFS_Hoolihan_etal_2011_Ispl,HJHIBVFS,T,F,-80,26,5,South Florida,POP-UP SATELLITE ARCHIVAL (PSAT),19,3,,2003; 2004; 2005; 2006,JAN; MAR; APR; MAY; DEC,JAN; MAR; APR; MAY; JUL; AUG; DEC; (UNK),,OBS,,,,,,,
ISPL,Sailfish,HJHIBVFS_Hoolihan_etal_2011_Ispl,HJHIBVFS,T,G,-99.5,16,5,"Zihuatenejo, MX",POP-UP SATELLITE ARCHIVAL (PSAT),6,1,,2004,JAN; (UNK),NOV; (UNK),,OBS,,,,,,,
ISPL,Sailfish,HJHIBVFS_Hoolihan_etal_2011_Ispl,HJHIBVFS,T,H,-5.1331,1.9062,5,Cote D'Ivoire,POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2005,(UNK),OCT,,OBS,,,,,,,
ISPL,Sailfish,HJHIBVFS_Hoolihan_etal_2011_Ispl,HJHIBVFS,T,I,-95.5564,27.703,5,Western Gulf of Mexico,POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2005,(UNK),SEP,,OBS,,,,,,,
ISPL,Sailfish,HJHIBVFS_Hoolihan_etal_2011_Ispl,HJHIBVFS,T,J,-71.2358,25.9032,5,Offshore of Bahamas,POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2003,(UNK),JUN,,OBS,,,,,,,
ISPL,Sailfish,HJHIBVFS_Hoolihan_etal_2011_Ispl,HJHIBVFS,T,K,-71.715,36.4061,5,U.S. Mid-Atlantic Coast,POP-UP SATELLITE ARCHIVAL (PSAT),4,1,,2005,(UNK),MAY; AUG; SEP,,OBS,,,,,,,
ISPL,Sailfish,HJHIBVFS_Hoolihan_etal_2011_Ispl,HJHIBVFS,T,L,-90.3839,8.6705,5,Pacific Ocean between Central America and Galapagos,POP-UP SATELLITE ARCHIVAL (PSAT),4,2,,2003; 2004,(UNK),FEB; AUG; SEP,,OBS,,,,,,,
ISPL,Sailfish,Q2NERAV7_Hoolihan_etal_2011_ISPL,Q2NERAV7,T,A,-109.5,22.4,5,"Gulf of California, Mexico",POP-UP SATELLITE ARCHIVAL (PSAT),3,,1,2006,AUG,AUG; SEP; OCT,,OBS,,,,,,,
ISPL,Sailfish,Q2NERAV7_Hoolihan_etal_2011_ISPL,Q2NERAV7,T,B,-17,13,5,Senegal,POP-UP SATELLITE ARCHIVAL (PSAT),11,,2,2005; 2006,JUN; JUL,JUN; JUL; AUG; SEP; OCT; NOV,,OBS,,,,,,,
ISPL,Sailfish,Q2NERAV7_Hoolihan_etal_2011_ISPL,Q2NERAV7,T,C,-81.7,24.5,5,"Key West, Florida, US",POP-UP SATELLITE ARCHIVAL (PSAT),14,,6,2005; 2006,JAN; APR; MAY; DEC,JAN; APR; MAY; SEP; DEC,,OBS,,,,,,,
ISPL,Sailfish,Q2NERAV7_Hoolihan_etal_2011_ISPL,Q2NERAV7,T,D,-78,7.21,5,Panama (Pacific Coast),POP-UP SATELLITE ARCHIVAL (PSAT),10,,4,2003; 2004; 2005; 2006,APR; JUN,APR; JUN; JUL,,OBS,,,,,,,
ISPL,Sailfish,Q2NERAV7_Hoolihan_etal_2011_ISPL,Q2NERAV7,T,E,-101,17,5,"Guerrero/Oaxaca, Mexico",POP-UP SATELLITE ARCHIVAL (PSAT),6,,3,2003; 2004; 2005; 2006,JAN; NOV,JAN; FEB; NOV,,OBS,,,,,,,
ISPL,Sailfish,Q2NERAV7_Hoolihan_etal_2011_ISPL,Q2NERAV7,T,F,-80,25.4,5,East Coast Florida,POP-UP SATELLITE ARCHIVAL (PSAT),9,,3,2003; 2004; 2005; 2006,JAN; MAR; APR; MAY; AUG; SEP; DEC,MAR; APR; MAY; AUG; SEP; DEC,,OBS,,,,,,,
